"Name","Location","Function Signature","Function Size"
"__local_unwind4","0040e128","undefined __local_unwind4(uint * param_1\, int param_2\, uint param_3)","144"
"FUN_0040e1fe","0040e1fe","undefined FUN_0040e1fe(int param_1)","28"
"_EH4_CallFilterFunc","0040e21a","undefined _EH4_CallFilterFunc(undefined * param_1)","23"
"FUN_0040e24a","0040e24a","undefined FUN_0040e24a(PVOID param_1)","26"
"_EH4_LocalUnwind","0040e264","undefined _EH4_LocalUnwind(int param_1\, uint param_2\, undefined4 param_3\, uint * param_4)","23"
"__ValidateImageBase","0040e280","BOOL __ValidateImageBase(PBYTE pImageBase)","41"
"__FindPESection","0040e2b0","PIMAGE_SECTION_HEADER __FindPESection(PBYTE pImageBase\, DWORD_PTR rva)","66"
"__IsNonwritableInCurrentImage","0040e300","BOOL __IsNonwritableInCurrentImage(PBYTE pTarget)","164"
"FUN_0040e3bb","0040e3bb","int FUN_0040e3bb(int param_1)","59"
"FUN_0040e3f6","0040e3f6","DWORD * FUN_0040e3f6(void)","19"
"FUN_0040e409","0040e409","DWORD * FUN_0040e409(void)","19"
"FUN_0040e41c","0040e41c","undefined FUN_0040e41c(DWORD param_1)","30"
"__flsbuf","0040e43a","int __flsbuf(int _Ch\, FILE * _File)","352"
"write_char","0040e59a","undefined write_char(void)","51"
"write_multi_char","0040e5cd","undefined write_multi_char(undefined4 param_1\, int param_2)","36"
"write_string","0040e5f1","undefined write_string(int param_1)","74"
"FUN_0040e63b","0040e63b","undefined FUN_0040e63b(FILE * param_1\, byte * param_2\, localeinfo_struct * param_3\, wchar_t * param_4)","2420"
"__vsprintf_l","0040efcf","int __vsprintf_l(char * _DstBuf\, char * _Format\, _locale_t param_3\, va_list _ArgList)","124"
"_vsprintf","0040f04b","int _vsprintf(char * _Dest\, char * _Format\, va_list _Args)","23"
"__controlfp_s","0040f062","errno_t __controlfp_s(uint * _CurrentState\, uint _NewValue\, uint _Mask)","106"
"__statfp","0040f0cc","int __statfp(void)","11"
"__clrfp","0040f0d7","int __clrfp(void)","12"
"__ctrlfp","0040f0e3","int __ctrlfp(void)","39"
"FUN_0040f10a","0040f10a","undefined FUN_0040f10a(void)","86"
"___set_fpsr_sse2","0040f160","undefined ___set_fpsr_sse2(uint param_1)","68"
"__initp_misc_winsig","0040f1d2","undefined __initp_misc_winsig(undefined4 param_1)","25"
"siglookup","0040f1eb","uint siglookup(uint param_1)","52"
"___get_sigabrt","0040f21f","_PHNDLR ___get_sigabrt(void)","13"
"_raise","0040f22c","int _raise(int _SigNum)","411"
"FUN_0040f3a0","0040f3a0","undefined FUN_0040f3a0(void)","15"
"FUN_0040f3dc","0040f3dc","undefined FUN_0040f3dc(void)","8"
"__malloc_crt","0040f3e4","void * __malloc_crt(size_t _Size)","64"
"__calloc_crt","0040f424","void * __calloc_crt(size_t _Count\, size_t _Size)","72"
"__realloc_crt","0040f46c","void * __realloc_crt(void * _Ptr\, size_t _NewSize)","75"
"__recalloc_crt","0040f4b7","void * __recalloc_crt(void * _Ptr\, size_t _Count\, size_t _Size)","80"
"__msize","0040f507","size_t __msize(void * _Memory)","146"
"FUN_0040f5a1","0040f5a1","undefined FUN_0040f5a1(void)","9"
"_ldexp","0040f5aa","double _ldexp(double _X\, int _Y)","430"
"__set_exp","0040f758","float10 __set_exp(undefined8 param_1\, short param_2)","42"
"__sptype","0040f782","undefined4 __sptype(int param_1\, uint param_2)","91"
"FUN_0040f7dd","0040f7dd","undefined FUN_0040f7dd(uint param_1\, uint param_2\, int * param_3)","175"
"__raise_exc_ex","0040f88c","undefined __raise_exc_ex(uint * param_1\, uint * param_2\, uint param_3\, int param_4\, uint * param_5\, uint * param_6\, int param_7)","730"
"__raise_exc","0040fb66","undefined __raise_exc(uint * param_1\, uint * param_2\, uint param_3\, int param_4\, uint * param_5\, uint * param_6)","33"
"__handle_exc","0040fb87","bool __handle_exc(uint param_1\, double * param_2\, uint param_3)","481"
"__set_errno_from_matherr","0040fd68","undefined __set_errno_from_matherr(int param_1)","40"
"__errcode","0040fd90","char __errcode(byte param_1)","45"
"__umatherr","0040fdbd","float10 __umatherr(int param_1\, int param_2)","158"
"__handle_qnan1","0040fe5b","float10 __handle_qnan1(int param_1\, double param_2)","83"
"__handle_qnan2","0040feae","float10 __handle_qnan2(int param_1\, double param_2\, double param_3)","95"
"__except1","0040ff0d","undefined __except1(uint param_1\, int param_2\, undefined8 param_3\, double param_4\, uint param_5)","186"
"__except2","0040ffc7","undefined __except2(uint param_1\, int param_2\, undefined8 param_3\, undefined8 param_4\, double param_5\, uint param_6)","204"
"FUN_00410093","00410093","undefined FUN_00410093(undefined4 * param_1\, undefined4 * param_2\, uint param_3)","129"
"__VEC_memcpy","0041011a","undefined4 * __VEC_memcpy(undefined4 * param_1\, undefined4 * param_2\, uint param_3)","227"
"terminate","004101fd","void terminate(void)","44"
"unexpected","00410236","void unexpected(void)","19"
"_inconsistency","00410249","void _inconsistency(void)","48"
"__initp_eh_hooks","00410280","undefined __initp_eh_hooks(void)","17"
"__mtinitlocks","00410291","int __mtinitlocks(void)","73"
"__mtdeletelocks","004102da","void __mtdeletelocks(void)","85"
"FUN_0041032f","0041032f","undefined FUN_0041032f(int param_1)","21"
"__mtinitlocknum","00410344","int __mtinitlocknum(int _LockNum)","186"
"FUN_004103fe","004103fe","undefined FUN_004103fe(void)","9"
"__lock","00410407","void __lock(int _File)","49"
"FUN_00410438","00410438","undefined FUN_00410438(undefined4 param_1)","10"
"FUN_00410442","00410442","undefined FUN_00410442(undefined4 param_1)","10"
"___crtInitCritSecNoSpinCount@8","0041044c","undefined4 ___crtInitCritSecNoSpinCount@8(LPCRITICAL_SECTION param_1)","16"
"___crtInitCritSecAndSpinCount","0041045c","undefined4 ___crtInitCritSecAndSpinCount(undefined4 param_1\, undefined4 param_2)","147"
"FUN_00410521","00410521","undefined FUN_00410521(undefined4 param_1)","10"
"__callnewh","0041052b","int __callnewh(size_t _Size)","34"
"FUN_0041054d","0041054d","undefined4 FUN_0041054d(undefined4 param_1\, undefined4 param_2\, uint param_3)","439"
"_strcat_s","0041070a","errno_t _strcat_s(char * _Dst\, rsize_t _SizeInBytes\, char * _Src)","113"
"_strncpy_s","0041077b","errno_t _strncpy_s(char * _Dst\, rsize_t _SizeInBytes\, char * _Src\, rsize_t _MaxCount)","179"
"_strlen","00410830","size_t _strlen(char * _Str)","139"
"_strcpy_s","004108bb","errno_t _strcpy_s(char * _Dst\, rsize_t _SizeInBytes\, char * _Src)","101"
"__set_error_mode","00410920","int __set_error_mode(int _Mode)","70"
"x_ismbbtype_l","00410966","int x_ismbbtype_l(localeinfo_struct * param_1\, uint param_2\, int param_3\, int param_4)","81"
"__ismbblead","004109b7","int __ismbblead(uint _C)","19"
"FUN_004109ca","004109ca","undefined4 FUN_004109ca(void)","47"
"setSBCS","004109f9","void setSBCS(threadmbcinfostruct * param_1)","85"
"setSBUpLow","00410a4e","void setSBUpLow(threadmbcinfostruct * param_1)","394"
"___updatetmbcinfo","00410bd8","pthreadmbcinfo ___updatetmbcinfo(void)","152"
"FUN_00410c73","00410c73","undefined FUN_00410c73(void)","9"
"getSystemCP","00410c7c","int getSystemCP(int param_1)","122"
"FUN_00410cf6","00410cf6","undefined FUN_00410cf6(undefined4 param_1\, int param_2)","473"
"__setmbcp","00410ecf","int __setmbcp(int _CodePage)","399"
"FUN_00411030","00411030","undefined FUN_00411030(void)","9"
"___initmbctable","00411069","undefined4 ___initmbctable(void)","30"
"_free","00411087","void _free(void * _Memory)","133"
"FUN_004110dd","004110dd","undefined FUN_004110dd(void)","9"
"___freetlocinfo","00411115","undefined ___freetlocinfo(void * param_1)","320"
"___addlocaleref","00411255","undefined ___addlocaleref(LONG * param_1)","134"
"___removelocaleref","004112db","LONG * ___removelocaleref(LONG * param_1)","140"
"__updatetlocinfoEx_nolock","00411367","LONG * __updatetlocinfoEx_nolock(void)","62"
"___updatetlocinfo","004113a5","pthreadlocinfo ___updatetlocinfo(void)","106"
"FUN_0041140f","0041140f","undefined FUN_0041140f(void)","12"
"___sbh_heap_init","0041141b","undefined4 ___sbh_heap_init(undefined4 param_1)","72"
"thunk_FUN_00411487","00411463","thunk undefined thunk_FUN_00411487(void * this\, int param_1)","18"
"FUN_00411487","00411487","undefined FUN_00411487(void * this\, int param_1)","25"
"___sbh_free_block","0041148e","undefined ___sbh_free_block(uint * param_1\, int param_2)","788"
"___sbh_alloc_new_region","004117a2","undefined4 * ___sbh_alloc_new_region(void)","176"
"___sbh_alloc_new_group","00411852","int ___sbh_alloc_new_group(int param_1)","262"
"___sbh_resize_block","00411958","undefined4 ___sbh_resize_block(uint * param_1\, int param_2\, int param_3)","735"
"___sbh_alloc_block","00411c37","int * ___sbh_alloc_block(uint * param_1)","739"
"_strrchr","00411f20","char * _strrchr(char * _Str\, int _Ch)","45"
"__isalpha_l","00411f4d","int __isalpha_l(int _C\, _locale_t _Locale)","84"
"_isalpha","00411fa1","int _isalpha(int _C)","43"
"__isupper_l","00411fcc","int __isupper_l(int _C\, _locale_t _Locale)","79"
"_isupper","0041201b","int _isupper(int _C)","41"
"__islower_l","00412044","int __islower_l(int _C\, _locale_t _Locale)","79"
"_islower","00412093","int _islower(int _C)","41"
"__isdigit_l","004120bc","int __isdigit_l(int _C\, _locale_t _Locale)","79"
"_isdigit","0041210b","int _isdigit(int _C)","41"
"__isxdigit_l","00412134","int __isxdigit_l(int _C\, _locale_t _Locale)","84"
"_isxdigit","00412188","int _isxdigit(int _C)","43"
"__isspace_l","004121b3","int __isspace_l(int _C\, _locale_t _Locale)","79"
"_isspace","00412202","int _isspace(int _C)","41"
"__ispunct_l","0041222b","int __ispunct_l(int _C\, _locale_t _Locale)","79"
"_ispunct","0041227a","int _ispunct(int _C)","41"
"__isalnum_l","004122a3","int __isalnum_l(int _C\, _locale_t _Locale)","84"
"_isalnum","004122f7","int _isalnum(int _C)","43"
"__isprint_l","00412322","int __isprint_l(int _C\, _locale_t _Locale)","84"
"_isprint","00412376","int _isprint(int _C)","43"
"__iscntrl_l","004123a1","int __iscntrl_l(int _C\, _locale_t _Locale)","79"
"_iscntrl","004123f0","int _iscntrl(int _C)","41"
"__tolower_l","00412419","int __tolower_l(int _C\, _locale_t _Locale)","279"
"_tolower","00412530","int _tolower(int _C)","39"
"FID_conflict:__atoflt_l","00412557","int FID_conflict:__atoflt_l(_CRT_FLOAT * _Result\, char * _Str\, _locale_t _Locale)","166"
"FID_conflict:__atoflt_l","004125fd","int FID_conflict:__atoflt_l(_CRT_FLOAT * _Result\, char * _Str\, _locale_t _Locale)","166"
"_memmove","004126b0","void * _memmove(void * _Dst\, void * _Src\, size_t _Size)","711"
"__fptostr","00412a15","errno_t __fptostr(char * _Buf\, size_t _SizeInBytes\, int _Digits\, STRFLT _PtFlt)","189"
"___dtold","00412ad2","undefined ___dtold(uint * param_1\, uint * param_2)","187"
"__fltout2","00412b8d","STRFLT __fltout2(_CRT_DOUBLE _Dbl\, STRFLT _Flt\, char * _ResultStr\, size_t _SizeInBytes)","139"
"__alldvrm","00412c20","undefined8 __alldvrm(uint param_1\, uint param_2\, uint param_3\, uint param_4)","223"
"__aullshr","00412d00","ulonglong __aullshr(byte param_1\, uint param_2)","31"
"FUN_00412d28","00412d28","undefined4 FUN_00412d28(void)","45"
"__get_sse2_info","00412d78","undefined4 __get_sse2_info(void)","96"
"__isctype_l","00412de5","int __isctype_l(int _C\, int _Type\, _locale_t _Locale)","182"
"__allmul","00412ea0","longlong __allmul(uint param_1\, int param_2\, uint param_3\, int param_4)","52"
"__aulldvrm","00412ee0","undefined8 __aulldvrm(uint param_1\, uint param_2\, uint param_3\, uint param_4)","149"
"__freea","00412f75","void __freea(void * _Memory)","27"
"_V6_HeapAlloc","00412f90","int * _V6_HeapAlloc(uint * param_1)","70"
"FUN_00412fd6","00412fd6","undefined FUN_00412fd6(void)","9"
"_malloc","00412fdf","void * _malloc(size_t _Size)","195"
"__global_unwind2","004130a4","undefined __global_unwind2(PVOID param_1)","32"
"__local_unwind2","00413109","undefined __local_unwind2(int param_1\, uint param_2)","132"
"__NLG_Notify1","004131b0","undefined4 __NLG_Notify1(undefined4 param_1)","9"
"__NLG_Notify","004131b9","void __NLG_Notify(ulong param_1)","31"
"FUN_004131d8","004131d8","undefined FUN_004131d8(void)","3"
"__lseeki64_nolock","004131db","longlong __lseeki64_nolock(int _FileHandle\, longlong _Offset\, int _Origin)","131"
"__lseeki64","0041325e","longlong __lseeki64(int _FileHandle\, longlong _Offset\, int _Origin)","271"
"FUN_0041336d","0041336d","undefined FUN_0041336d(void)","10"
"__write_nolock","00413377","int __write_nolock(int _FileHandle\, void * _Buf\, uint _MaxCharCount)","1478"
"__write","0041393d","int __write(int _FileHandle\, void * _Buf\, uint _MaxCharCount)","210"
"FUN_00413a0f","00413a0f","undefined FUN_00413a0f(void)","10"
"__getbuf","00413a19","void __getbuf(FILE * _File)","68"
"__isatty","00413a5d","int __isatty(int _FileHandle)","94"
"FUN_00413abb","00413abb","undefined * * FUN_00413abb(void)","6"
"FUN_00413b92","00413b92","undefined FUN_00413b92(uint param_1)","60"
"FUN_00413bce","00413bce","undefined FUN_00413bce(int param_1\, int param_2)","46"
"FUN_00413bfc","00413bfc","undefined FUN_00413bfc(uint param_1)","54"
"FUN_00413c32","00413c32","undefined FUN_00413c32(int param_1\, int param_2)","42"
"__fileno","00413c5c","int __fileno(FILE * _File)","45"
"FID_conflict:_wprintf","00413c89","int FID_conflict:_wprintf(char * _Format\, ...)","156"
"FUN_00413d25","00413d25","undefined FUN_00413d25(void)","19"
"FUN_00413d38","00413d38","bool FUN_00413d38(void)","22"
"__wctomb_s_l","00413d4e","errno_t __wctomb_s_l(int * _SizeConverted\, char * _MbCh\, size_t _SizeInBytes\, wchar_t _WCh\, _locale_t _Locale)","351"
"_wctomb_s","00413ead","errno_t _wctomb_s(int * _SizeConverted\, char * _MbCh\, rsize_t _SizeInBytes\, wchar_t _WCh)","27"
"__isleadbyte_l","00413ec8","int __isleadbyte_l(int _C\, _locale_t _Locale)","54"
"_isleadbyte","00413efe","int _isleadbyte(int _C)","14"
"_iswdigit","00413f0c","int _iswdigit(wint_t _C)","14"
"_iswspace","00413f1a","int _iswspace(wint_t _C)","14"
"__calloc_impl","00413f28","int * __calloc_impl(uint param_1\, uint param_2\, undefined4 * param_3)","272"
"FUN_00414024","00414024","undefined FUN_00414024(void)","9"
"_calloc","00414046","void * _calloc(size_t _Count\, size_t _Size)","63"
"_realloc","00414085","void * _realloc(void * _Memory\, size_t _NewSize)","524"
"FUN_004141c9","004141c9","undefined FUN_004141c9(void)","9"
"FUN_004142a0","004142a0","void * FUN_004142a0(void * param_1\, uint param_2\, uint param_3)","121"
"__crtLCMapStringA_stat","00414319","int __crtLCMapStringA_stat(localeinfo_struct * param_1\, ulong param_2\, ulong param_3\, char * param_4\, int param_5\, char * param_6\, int param_7\, int param_8\, int param_9)","930"
"___crtLCMapStringA","004146bb","int ___crtLCMapStringA(_locale_t _Plocinfo\, LPCWSTR _LocaleName\, DWORD _DwMapFlag\, LPCSTR _LpSrcStr\, int _CchSrc\, LPSTR _LpDestStr\, int _CchDest\, int _Code_page\, BOOL _BError)","67"
"__crtGetStringTypeA_stat","004146fe","int __crtGetStringTypeA_stat(localeinfo_struct * param_1\, ulong param_2\, char * param_3\, int param_4\, ushort * param_5\, int param_6\, int param_7\, int param_8)","440"
"___crtGetStringTypeA","004148b6","BOOL ___crtGetStringTypeA(_locale_t _Plocinfo\, DWORD _DWInfoType\, LPCSTR _LpSrcStr\, int _CchSrc\, LPWORD _LpCharType\, int _Code_page\, BOOL _BError)","64"
"___free_lc_time","004148f6","undefined ___free_lc_time(undefined4 * param_1)","400"
"___free_lconv_num","00414a86","undefined ___free_lconv_num(undefined4 * param_1)","64"
"___free_lconv_mon","00414ac6","undefined ___free_lconv_mon(int param_1)","137"
"____lc_codepage_func","00414b4f","UINT ____lc_codepage_func(void)","38"
"FUN_00414b75","00414b75","undefined FUN_00414b75(int * param_1\, char * param_2)","32"
"FID_conflict:__store_num","00414b95","undefined FID_conflict:__store_num(uint * param_1\, uint param_2\, int param_3)","121"
"FUN_00414c0e","00414c0e","undefined4 FUN_00414c0e(int * param_1\, int * param_2\, _locale_t param_3\, uint * param_4\, int param_5\, int param_6)","998"
"FUN_00414ff4","00414ff4","undefined FUN_00414ff4(_locale_t param_1\, int param_2\, undefined2 * param_3\, int * param_4\, uint * param_5\, int param_6)","1117"
"__Strftime_l","00415451","int __Strftime_l(char * param_1\, uint param_2\, char * param_3\, int * param_4\, int * param_5\, localeinfo_struct * param_6)","431"
"_strftime","00415600","size_t _strftime(char * _Buf\, size_t _SizeInBytes\, char * _Format\, tm * _Tm)","29"
"_localeconv","0041561d","lconv * _localeconv(void)","38"
"_strcspn","00415650","size_t _strcspn(char * _Str\, char * _Control)","70"
"_memcmp","00415696","int _memcmp(void * _Buf1\, void * _Buf2\, size_t _Size)","5630"
"_strncmp","00416d16","int _strncmp(char * _Str1\, char * _Str2\, size_t _MaxCount)","190"
"_strpbrk","00416de0","char * _strpbrk(char * _Str\, char * _Control)","64"
"__ld12tod","00416e20","INTRNCVT_STATUS __ld12tod(_LDBL12 * _Ifp\, _CRT_DOUBLE * _D)","1346"
"__ld12tof","00417362","INTRNCVT_STATUS __ld12tof(_LDBL12 * _Ifp\, _CRT_FLOAT * _F)","1346"
"FUN_004178a4","004178a4","undefined FUN_004178a4(undefined2 * param_1\, int * param_2\, char * param_3\, int param_4\, int param_5\, int param_6\, int param_7\, int * param_8)","1680"
"FUN_00417f64","00417f64","undefined FUN_00417f64(int param_1\, uint param_2\, ushort param_3\, int param_4\, byte param_5\, short * param_6)","2240"
"__set_osfhnd","0041882a","int __set_osfhnd(int param_1\, intptr_t param_2)","125"
"__free_osfhnd","004188a7","int __free_osfhnd(int param_1)","129"
"__get_osfhandle","00418928","intptr_t __get_osfhandle(int _FileHandle)","113"
"___lock_fhandle","00418999","int ___lock_fhandle(int _Filehandle)","146"
"FUN_00418a30","00418a30","undefined FUN_00418a30(void)","9"
"__unlock_fhandle","00418a39","void __unlock_fhandle(int _Filehandle)","34"
"__alloc_osfhnd","00418a5b","int __alloc_osfhnd(void)","391"
"FUN_00418b2e","00418b2e","undefined FUN_00418b2e(void)","9"
"FUN_00418bf1","00418bf1","undefined FUN_00418bf1(void)","9"
"__putwch_nolock","00418bfa","wint_t __putwch_nolock(wchar_t _WCh)","194"
"__mbtowc_l","00418cbc","int __mbtowc_l(wchar_t * _DstCh\, char * _SrcCh\, size_t _SrcSizeInBytes\, _locale_t _Locale)","275"
"_mbtowc","00418dcf","int _mbtowc(wchar_t * _DstCh\, char * _SrcCh\, size_t _SrcSizeInBytes)","23"
"__flush","00418e85","int __flush(FILE * _File)","98"
"__fflush_nolock","00418ee7","int __fflush_nolock(FILE * _File)","66"
"flsall","00418f29","int flsall(int param_1)","187"
"FUN_00418fcb","00418fcb","undefined FUN_00418fcb(void)","17"
"FUN_00418ffa","00418ffa","undefined FUN_00418ffa(void)","9"
"_fflush","00419003","int _fflush(FILE * _File)","73"
"FUN_0041904c","0041904c","undefined FUN_0041904c(void)","10"
"__stbuf","0041905f","int __stbuf(FILE * _File)","150"
"__ftbuf","004190f5","void __ftbuf(int _Flag\, FILE * _File)","47"
"__iswctype_l","00419124","int __iswctype_l(wint_t _C\, wctype_t _Type\, _locale_t _Locale)","130"
"_iswctype","004191a6","int _iswctype(wint_t _C\, wctype_t _Type)","110"
"___ansicp","00419214","undefined ___ansicp(LCID param_1)","71"
